count	file	class	tokens
206	com/moonsworth/lunar/client/framework/feature/markers/Markers.java	Markers	arg,field,flag,method,number,text,value
205	com/moonsworth/lunar/forge/lib/guava/collect/CompactHashSet.java	CompactHashSet	number,obj,value
205	com/moonsworth/lunar/client/mod/misc/SkyblockBurrowLocating.java	SkyblockBurrowLocating	arg,field,method,number,text,value
204	com/moonsworth/lunar/client/inventorymod/Inventorymod2.java	Inventorymod2	arg,field,flag,method,number,obj,text
202	com/moonsworth/lunar/forge/lib/CloseableSerializer.java	CloseableSerializer	field,flag,method,number,obj,text
202	com/moonsworth/lunar/client/framework/feature/mod/fishing/holograms/Holograms_10.java	Holograms_10	arg,field,method,text,value
200	com/moonsworth/lunar/client/mod/render/SkyblockKuudraWaypoints.java	SkyblockKuudraWaypoints	field,flag,method,number,text,value
200	com/moonsworth/lunar/client/mod/hud/SkyblockStormHud.java	SkyblockStormHud	field,flag,method,number,text,value
199	com/moonsworth/lunar/forge/lib/OutputStreamBase_8.java	OutputStreamBase_8	field,method,number
198	com/moonsworth/lunar/legacy/wrapper/util/Horsestats16Task.java	Horsestats16Task	field,flag,method,number,value
198	com/moonsworth/lunar/forge/lib/MixinShared2Impl.java	MixinShared2Impl	field,method,number
198	com/moonsworth/lunar/forge/lib/InputStreamLoader2_3.java	InputStreamLoader2_3	field,flag,method,number,text
198	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlers/Rewindhandlers.java	Rewindhandlers	field,flag,method,number
197	com/moonsworth/lunar/network/MixinHelper22.java	MixinHelper22	field,method,obj,text,value
197	com/moonsworth/lunar/client/mod/hud/SkyblockHarvestFeastTrackerHud.java	SkyblockHarvestFeastTrackerHud	field,flag,method,number,obj,text
197	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlers/colorsaturation/Colorsaturation2.java	Colorsaturation2	flag,method,number,text
196	com/moonsworth/lunar/ichor/mixin/SignatureVisitorImpl.java	SignatureVisitorImpl	field,method,number,obj,text
196	com/moonsworth/lunar/forge/lib/MixinMisc3Loader96.java	MixinMisc3Loader96	field,method,number,text
196	com/moonsworth/lunar/client/markers/mixin/Markers.java	Markers	field,flag,method,number,value
196	com/moonsworth/lunar/client/framework/feature/mod/gui/nameplate/Nameplate3.java	Nameplate3	field,flag,method,number,obj,value
195	net/minecraft/world/Teleporter.java	Teleporter	flag,i,j,k
195	com/moonsworth/lunar/forge/lib/guava/collect/StandardTable.java	StandardTable	arg,flag,number,obj,value
195	com/moonsworth/lunar/forge/lib/OutputStreamBase8.java	OutputStreamBase8	field,method,number
195	com/moonsworth/lunar/client/framework/feature/chat/Chat5.java	Chat5	arg,field,method,text,value
194	net/minecraft/client/gui/GuiIngame.java	GuiIngame	flag,i,j,k
194	com/moonsworth/lunar/client/markers/Markers2Handler.java	Markers2Handler	field,flag,method,text
193	com/moonsworth/lunar/client/mod/hud/Stopwatch.java	Stopwatch	arg,field,flag,method,number,text
193	com/moonsworth/lunar/client/mod/combat/Shields.java	Shields	arg,field,flag,method,number,text,value
192	com/moonsworth/lunar/client/mod/misc/SkyblockChocolateShopHelper.java	SkyblockChocolateShopHelper	field,flag,method,text,value
192	com/moonsworth/lunar/client/mod/combat/TntCountdown.java	TntCountdown	arg,field,flag,method,number,text,value
192	com/moonsworth/lunar/client/framework/feature/chat/Chat2.java	Chat2	arg,field,method,number,text
191	com/moonsworth/lunar/client/mod/render/EtherwarpPreview.java	EtherwarpPreview	field,flag,method,number,value
190	com/moonsworth/lunar/forge/lib/MixinExtra11.java	MixinExtra11	field,method,number,text
190	com/moonsworth/lunar/client/mod/misc/AutoTextHotkey.java	AutoTextHotkey	arg,field,flag,method,number,text
189	com/moonsworth/lunar/forge/lib/guava/util/concurrent/AbstractFuture.java	AbstractFuture	flag,number,obj,text,value,var
187	com/moonsworth/lunar/legacy/wrapper/LegacyWorldBorder.java	LegacyWorldBorder	field,method,number,value
186	com/moonsworth/lunar/client/mod/misc/OptimizationDebugMod.java	OptimizationDebugMod	arg,field,flag,method,number,text
184	com/moonsworth/lunar/forge/lib/guava/primitives/Longs.java	Longs	flag,number,obj,text
184	com/moonsworth/lunar/forge/lib/InputStreamLoader_7.java	InputStreamLoader_7	field,flag,method,number,text
184	com/moonsworth/lunar/client/mod/render/SkyblockRabbitCollectionOverlay.java	SkyblockRabbitCollectionOverlay	field,flag,method,number,text,value
184	com/moonsworth/lunar/client/mod/render/MenuBlur.java	MenuBlur	arg,field,flag,method,number,text,value
184	com/moonsworth/lunar/client/mod/combat/KnockbackTrainer.java	KnockbackTrainer	arg,field,flag,method,number
184	com/moonsworth/lunar/client/framework/MixinCore5Iterator.java	MixinCore5Iterator	field,flag,method,number,value
183	com/moonsworth/lunar/client/framework/feature/mod/fishing/holograms/Holograms9.java	Holograms9	field,flag,method,value
181	com/moonsworth/lunar/legacy/mixin/GuiResourcePackListMixin.java	GuiResourcePackListMixin	flag,method,number,value
181	com/moonsworth/lunar/forge/lib/OutputStreamSerializer_2.java	OutputStreamSerializer_2	field,flag,method,number,text
181	com/moonsworth/lunar/bridge/Bridge.java	Bridge	field,method,text
180	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlers/holograms/Markers3Iterator.java	Markers3Iterator	field,flag,method,number,value
180	com/moonsworth/lunar/client/framework/feature/mod/impl/chest/dungeon/dungeonwaypoints/Dungeonwaypoints.java	Dungeonwaypoints	arg,field,flag,method,number,text
180	com/moonsworth/lunar/client/framework/feature/mod/holograms/fishing/GuiRewindhandlersHandler25.java	GuiRewindhandlersHandler25	field,flag,method,number,text
180	com/moonsworth/lunar/client/framework/feature/mod/fishing/holograms/holograms/Holograms3.java	Holograms3	field,method,number,text,value
179	com/moonsworth/lunar/client/mod/hud/SkyblockWitherHealthHud.java	SkyblockWitherHealthHud	field,flag,method,number,text
178	com/moonsworth/lunar/client/util/chest/SExtension.java	SExtension	arg,field,flag,method,value
178	com/moonsworth/lunar/client/mod/misc/PathfindingDebug.java	PathfindingDebug	arg,field,method,number
177	com/moonsworth/lunar/forge/lib/OutputStreamBase2.java	OutputStreamBase2	field,flag,method,number
177	com/moonsworth/lunar/forge/lib/InputStreamLoader_9.java	InputStreamLoader_9	arg,field,flag,method,number,text
177	com/moonsworth/lunar/client/util/ThreadModuleDump67.java	ThreadModuleDump67	method,number,value
177	com/moonsworth/lunar/client/mod/hud/SkyblockRaffleTasksHud.java	SkyblockRaffleTasksHud	field,flag,method,number,obj,text
177	com/moonsworth/lunar/client/framework/feature/mod/fishing/holograms/Holograms6_3.java	Holograms6_3	field,method,text,value
176	com/moonsworth/lunar/forge/lib/guava/hash/Murmur3_32HashFunction.java	Murmur3_32HashFunction	number,obj,text
176	com/moonsworth/lunar/forge/lib/OutputStreamBase2_2.java	OutputStreamBase2_2	field,flag,method,number
176	com/moonsworth/lunar/client/framework/feature/cooldowns/Cooldowns.java	Cooldowns	field,method,number,text,value
175	com/moonsworth/lunar/forge/lib/guava/collect/TreeMultiset.java	TreeMultiset	number,obj,value
175	com/moonsworth/lunar/client/mod/misc/SkyblockUnfinishedTerminals.java	SkyblockUnfinishedTerminals	field,method,number,text,value
175	com/moonsworth/lunar/client/lighting/LightingExtension3.java	LightingExtension3	field,flag,method,obj,text,value
174	com/moonsworth/lunar/forge/lib/guava/net/InetAddresses.java	InetAddresses	flag,number,text
174	com/moonsworth/lunar/forge/lib/MixinExtra4Iterator.java	MixinExtra4Iterator	field,flag,method,number,text
174	com/moonsworth/lunar/client/util/ThreadModuleDump24.java	ThreadModuleDump24	field,flag,method,number,obj,value
174	com/moonsworth/lunar/client/mod/hud/SkyblockCropTrackerHud.java	SkyblockCropTrackerHud	field,flag,method,number,obj,text
174	com/moonsworth/lunar/client/glintcolorizer/Glintcolorizer2Base.java	Glintcolorizer2Base	field,method,number,value
174	com/moonsworth/lunar/client/framework/feature/keystrokes/mixin/Framework7Extension2.java	Framework7Extension2	field,flag,method,text
174	com/moonsworth/lunar/client/framework/feature/coordinates/CoordinatesChildHudModImpl2.java	CoordinatesChildHudModImpl2	field,flag,method,number,text,value
173	com/moonsworth/lunar/bridge/horsestats/Horsestats20.java	Horsestats20	field,method,number,value
172	com/moonsworth/lunar/client/mod/render/TiersAsStackSize.java	TiersAsStackSize	field,method,number,text,value,var
172	com/moonsworth/lunar/client/mod/hud/SkyblockLividSolverHud.java	SkyblockLividSolverHud	field,flag,method,text
172	com/moonsworth/lunar/client/mod/combat/TotemCounter.java	TotemCounter	arg,field,flag,method,number,text
172	com/moonsworth/lunar/client/glintcolorizer/Glintcolorizer4_2.java	Glintcolorizer4_2	field,method,value
172	com/moonsworth/lunar/client/framework/feature/rewind/holograms/Holograms.java	Holograms	field,method,number,text
172	com/moonsworth/lunar/client/framework/feature/rewind/highlight/Highlight_3.java	Highlight_3	field,flag,method,number,text,value
172	com/moonsworth/lunar/client/framework/feature/mod/holograms/GuiRewindhandlersHandler24.java	GuiRewindhandlersHandler24	field,flag,method,number,text,value
171	com/moonsworth/lunar/legacy/mixin/EntityMixin.java	EntityMixin	flag,method,number,text,value
171	com/moonsworth/lunar/client/util/ThreadModuleDumpThread.java	ThreadModuleDumpThread	arg,field,flag,method,number,obj,value
171	com/moonsworth/lunar/client/mod/hud/SkyblockPowderTrackerHud.java	SkyblockPowderTrackerHud	field,flag,method,number,text,value
170	com/moonsworth/lunar/legacy/mixin/ImageBufferDownloadMixin.java	ImageBufferDownloadMixin	number
170	com/moonsworth/lunar/client/waypoints/WebSocketClientIterator.java	WebSocketClientIterator	arg,field,flag,method,number,text
170	com/moonsworth/lunar/client/mod/player/HotbarKeyOverlay.java	HotbarKeyOverlay	arg,field,flag,method,number,text,value
170	com/moonsworth/lunar/client/mod/hud/SkyblockWhisperTrackerHud.java	SkyblockWhisperTrackerHud	field,flag,method,number,text,value
170	com/moonsworth/lunar/client/mod/combat/Hitbox.java	Hitbox	arg,field,flag,method,number,text
170	com/moonsworth/lunar/client/mod/combat/Cooldowns.java	Cooldowns	field,flag,method,number,text,value
170	com/moonsworth/lunar/client/framework/feature/mod/holograms/mixin/Holograms.java	Holograms	field,method,number,value
170	com/moonsworth/lunar/client/framework/feature/mod/fishing/holograms/Holograms6Iterator_2.java	Holograms6Iterator_2	field,method,number,value
170	com/moonsworth/lunar/client/framework/feature/mod/fishing/Fishing4.java	Fishing4	field,method,text
169	com/moonsworth/lunar/genesis/MixinHelper4_2.java	MixinHelper4_2	flag,number,obj,text,value
169	com/moonsworth/lunar/forge/lib/guava/base/Verify.java	Verify	flag,number,obj,text,value
169	com/moonsworth/lunar/client/util/ThreadModuleDump94.java	ThreadModuleDump94	field,flag,method,number,text
169	com/moonsworth/lunar/client/markers/mixin/gui/Gui2Task.java	Gui2Task	field,flag,method,text
169	com/moonsworth/lunar/client/guiRewindhandlers/rewindhandlers/GuiRewindhandlersHandler2.java	GuiRewindhandlersHandler2	field,flag,method,text
169	com/moonsworth/lunar/client/framework/feature/mod/MixinHelper25.java	MixinHelper25	field,flag,method,number,obj,text,value
168	com/moonsworth/lunar/legacy/mixin/RenderGlobalEntityOutlineMixin.java	RenderGlobalEntityOutlineMixin	arg,flag,method,number,value
168	com/moonsworth/lunar/client/mod/misc/FragmentDebugChildMod.java	FragmentDebugChildMod	field,flag,method,number,text,value
168	com/moonsworth/lunar/client/coordinates/mixin/Coordinates.java	Coordinates	field,flag,method,number,text,value
167	com/moonsworth/lunar/files/mixin/Files.java	Files	field,method,number,obj,text
167	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlersNameplate/RewindhandlersNameplate.java	RewindhandlersNameplate	field,flag,method,number,obj,value
167	com/moonsworth/lunar/client/framework/feature/minimap/Minimap2Impl3.java	Minimap2Impl3	field,method,number,text,value
166	com/moonsworth/lunar/genesis/SerializableImpl2.java	SerializableImpl2	field,flag,method,number,obj,value
166	com/moonsworth/lunar/client/mod/player/SkyblockInventoryButtons.java	SkyblockInventoryButtons	field,flag,method,text,value
166	com/moonsworth/lunar/client/mod/hud/StopwatchChildMod.java	StopwatchChildMod	field,flag,method,number,text
166	com/moonsworth/lunar/client/framework/feature/mod/gui/nameplate/Nameplate.java	Nameplate	field,flag,method,value
165	net/minecraft/world/gen/structure/StructureOceanMonumentPieces.java	StructureOceanMonumentPieces	i,j,k
165	com/moonsworth/lunar/forge/lib/guava/collect/Sets.java	Sets	flag,number,obj,value
164	com/moonsworth/lunar/forge/lib/MixinExtra9.java	MixinExtra9	field,method,number,obj,text
164	com/moonsworth/lunar/client/util/InputStreamLoader.java	InputStreamLoader	field,method,number
164	com/moonsworth/lunar/client/mod/render/CrosshairElytra.java	CrosshairElytra	arg,field,flag,method,text,value
164	com/moonsworth/lunar/client/framework/feature/mod/impl/chest/dungeon/dungeonwaypoints/mixin/Dungeonwaypoints4.java	Dungeonwaypoints4	field,flag,method,number,text,value
163	com/moonsworth/lunar/forge/lib/MixinExtraHandler.java	MixinExtraHandler	field,flag,method,number,text
163	com/moonsworth/lunar/client/mod/render/Nametag.java	Nametag	arg,field,method,text
163	com/moonsworth/lunar/client/mod/hud/SkyblockFishingBaitHud.java	SkyblockFishingBaitHud	arg,field,flag,method,number,text
162	com/moonsworth/lunar/network/MixinHelper13.java	MixinHelper13	field,method,obj,text
162	com/moonsworth/lunar/client/fov/Fov8.java	Fov8	field,flag,method,number
161	com/moonsworth/lunar/client/mod/player/SkyblockWardrobeHotkeys.java	SkyblockWardrobeHotkeys	field,method,number
161	com/moonsworth/lunar/client/framework/feature/mod/holograms/fishing/GuiRewindhandlersHandler24.java	GuiRewindhandlersHandler24	field,flag,method,text,value
160	net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces.java	ComponentScatteredFeaturePieces	i,j,k
160	com/moonsworth/lunar/forge/lib/guava/primitives/Ints.java	Ints	number,obj,text
160	com/moonsworth/lunar/client/rewindhandlers/Rewindhandlers2.java	Rewindhandlers2	field,method,text
160	com/moonsworth/lunar/client/mod/misc/SkyblockArrowAlign.java	SkyblockArrowAlign	arg,field,flag,method,number
160	com/moonsworth/lunar/client/mod/hud/ToggleSneakHudChild.java	ToggleSneakHudChild	arg,field,flag,method,text,value
159	com/moonsworth/lunar/forge/lib/guava/graph/Graphs.java	Graphs	number,obj,value
159	com/moonsworth/lunar/client/markers/mixin/gui/mixin/nameplate/Nameplate.java	Nameplate	field,method,number,text
158	com/moonsworth/lunar/client/mod/render/Skins3d.java	Skins3d	arg,field,flag,method,number
158	com/moonsworth/lunar/client/mod/misc/SkyblockChocolateStats.java	SkyblockChocolateStats	field,flag,method,number,text,value
158	com/moonsworth/lunar/client/framework/feature/mod/MixinHelper211.java	MixinHelper211	arg,field,method,number
158	com/moonsworth/lunar/client/framework/feature/inventorymod/slot/inventorysearch/ModuleBase2.java	ModuleBase2	field,method,number,text,value
157	com/moonsworth/lunar/forge/lib/guava/util/concurrent/Monitor.java	Monitor	flag,number
157	com/moonsworth/lunar/forge/lib/guava/primitives/UnsignedLongs.java	UnsignedLongs	number,text
157	com/moonsworth/lunar/forge/lib/InputStreamLoader6.java	InputStreamLoader6	field,method,number
157	com/moonsworth/lunar/forge/lib/CloneableBase2.java	CloneableBase2	field,method,number
157	com/moonsworth/lunar/client/mod/render/SkyblockFishingHotspotLocator.java	SkyblockFishingHotspotLocator	field,flag,method,text,value
157	com/moonsworth/lunar/client/mod/player/SlotLocking.java	SlotLocking	field,flag,method,number
156	com/moonsworth/lunar/genesis/MixinHelper7_5.java	MixinHelper7_5	field,flag,method,number,obj,text
156	com/moonsworth/lunar/client/mod/render/SkyblockMetalDetector.java	SkyblockMetalDetector	field,flag,method,number,text,value
156	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlers/rewindhandlersCore/RewindHandlers3Impl5.java	RewindHandlers3Impl5	field,flag,method,number,value
155	com/moonsworth/lunar/client/mod/hud/CoordinatesChildHudMod.java	CoordinatesChildHudMod	arg,field,flag,method,text,value
154	com/moonsworth/lunar/genesis/SerializableIterator_2.java	SerializableIterator_2	arg,field,method,number,obj,value
154	com/moonsworth/lunar/client/mod/hud/InventoryHud.java	InventoryHud	arg,field,flag,method,number,value
154	com/moonsworth/lunar/client/mod/hud/AudioSubtitles.java	AudioSubtitles	arg,field,flag,method,number,text,value
154	com/moonsworth/lunar/client/mod/combat/TotemCounterHudChild.java	TotemCounterHudChild	arg,field,flag,method,number,text,value
